case_type,stage,state,days_pending_so_far,past_adjournments,days_to_disposal
Property,Evidence,Maharashtra,0,0,251
Property,Evidence,Maharashtra,0,0,423
Property,Evidence,Maharashtra,0,0,749
Property,Evidence,Maharashtra,0,0,3073
Property,Evidence,Maharashtra,0,0,1415
Property,Evidence,Maharashtra,0,0,2717
Property,Evidence,Maharashtra,0,0,1387
Property,Evidence,Maharashtra,0,0,1100
Property,Evidence,Maharashtra,0,0,293
Property,Evidence,Maharashtra,0,0,2206
Property,Evidence,Maharashtra,0,0,1282
Property,Evidence,Maharashtra,0,0,123
Property,Evidence,Maharashtra,0,0,3076
Property,Evidence,Maharashtra,0,0,1995
Property,Evidence,Maharashtra,0,0,849
Property,Evidence,Maharashtra,0,0,772
Property,Evidence,Maharashtra,0,0,486
Property,Evidence,Maharashtra,0,0,847
Property,Evidence,Maharashtra,0,0,523
Property,Evidence,Maharashtra,0,0,846
Property,Evidence,Maharashtra,0,0,1733
Property,Evidence,Maharashtra,0,0,2086
Property,Evidence,Maharashtra,0,0,792
Property,Evidence,Maharashtra,0,0,2045
Property,Evidence,Maharashtra,0,0,844
Property,Evidence,Maharashtra,0,0,1645
Property,Evidence,Maharashtra,0,0,488
Property,Evidence,Maharashtra,0,0,456
Property,Evidence,Maharashtra,0,0,411
Property,Evidence,Maharashtra,0,0,488
Property,Evidence,Maharashtra,0,0,81
Property,Evidence,Maharashtra,0,0,411
Property,Evidence,Maharashtra,0,0,481
Property,Evidence,Maharashtra,0,0,92
Property,Evidence,Maharashtra,0,0,1359
Property,Evidence,Maharashtra,0,0,2864
Property,Evidence,Maharashtra,0,0,893
Property,Evidence,Maharashtra,0,0,2100
Property,Evidence,Maharashtra,0,0,470
Property,Evidence,Maharashtra,0,0,35
Property,Evidence,Maharashtra,0,0,1892
Property,Evidence,Maharashtra,0,0,7
Property,Evidence,Maharashtra,0,0,13
Property,Evidence,Maharashtra,0,0,1111
Property,Evidence,Maharashtra,0,0,2459
Property,Evidence,Maharashtra,0,0,5235
Property,Evidence,Maharashtra,0,0,1655
Property,Evidence,Maharashtra,0,0,1654
Property,Evidence,Maharashtra,0,0,601
Property,Evidence,Maharashtra,0,0,815
Property,Evidence,Maharashtra,0,0,1434
Property,Evidence,Maharashtra,0,0,1703
Property,Evidence,Maharashtra,0,0,2413
Property,Evidence,Maharashtra,0,0,759
Property,Evidence,Maharashtra,0,0,2832
Property,Evidence,Maharashtra,0,0,1146
Property,Evidence,Maharashtra,0,0,3029
Property,Evidence,Maharashtra,0,0,1132
Property,Evidence,Maharashtra,0,0,243
Property,Evidence,Maharashtra,0,0,1100
Property,Evidence,Maharashtra,0,0,1658
Property,Evidence,Maharashtra,0,0,966
Property,Evidence,Maharashtra,0,0,285
Property,Evidence,Maharashtra,0,0,2214
Property,Evidence,Maharashtra,0,0,251
Property,Evidence,Maharashtra,0,0,365
Property,Evidence,Maharashtra,0,0,708
Property,Evidence,Maharashtra,0,0,2587
Property,Evidence,Maharashtra,0,0,1386
Property,Evidence,Maharashtra,0,0,1386
Property,Evidence,Maharashtra,0,0,1386
Criminal,Passing of Orders,Maharashtra,0,0,104
Criminal,Passing of Orders,Maharashtra,0,0,1128
Criminal,Passing of Orders,Maharashtra,0,0,155
Criminal,Passing of Orders,Maharashtra,0,0,234
Criminal,Passing of Orders,Maharashtra,0,0,55
Criminal,Passing of Orders,Maharashtra,0,0,154
Criminal,Passing of Orders,Maharashtra,0,0,263
Criminal,Passing of Orders,Maharashtra,0,0,267
Criminal,Passing of Orders,Maharashtra,0,0,162
Criminal,Passing of Orders,Maharashtra,0,0,792
Criminal,Passing of Orders,Maharashtra,0,0,7
Criminal,Passing of Orders,Maharashtra,0,0,235
Criminal,Passing of Orders,Maharashtra,0,0,429
Criminal,Passing of Orders,Maharashtra,0,0,389
Criminal,Passing of Orders,Maharashtra,0,0,145
Criminal,Passing of Orders,Maharashtra,0,0,12
Criminal,Passing of Orders,Maharashtra,0,0,15
Criminal,Passing of Orders,Maharashtra,0,0,335
Criminal,Passing of Orders,Maharashtra,0,0,277
Criminal,Passing of Orders,Maharashtra,0,0,179
Criminal,Passing of Orders,Maharashtra,0,0,944
Criminal,Passing of Orders,Maharashtra,0,0,4
Criminal,Passing of Orders,Maharashtra,0,0,225
Criminal,Passing of Orders,Maharashtra,0,0,276
Criminal,Passing of Orders,Maharashtra,0,0,602
Criminal,Passing of Orders,Maharashtra,0,0,113
Criminal,Passing of Orders,Maharashtra,0,0,344
Criminal,Passing of Orders,Maharashtra,0,0,174
Criminal,Passing of Orders,Maharashtra,0,0,198
Criminal,Passing of Orders,Maharashtra,0,0,57
Criminal,Passing of Orders,Maharashtra,0,0,344
Criminal,Passing of Orders,Maharashtra,0,0,58
Criminal,Passing of Orders,Maharashtra,0,0,214
Criminal,Passing of Orders,Maharashtra,0,0,390
Criminal,Passing of Orders,Maharashtra,0,0,26
Criminal,Passing of Orders,Maharashtra,0,0,125
Criminal,Passing of Orders,Maharashtra,0,0,772
Criminal,Passing of Orders,Maharashtra,0,0,167
Criminal,Passing of Orders,Maharashtra,0,0,12
Criminal,Passing of Orders,Maharashtra,0,0,21
Criminal,Passing of Orders,Maharashtra,0,0,105
Criminal,Passing of Orders,Maharashtra,0,0,87
Criminal,Passing of Orders,Maharashtra,0,0,10
Criminal,Passing of Orders,Maharashtra,0,0,349
Criminal,Passing of Orders,Maharashtra,0,0,141
Criminal,Passing of Orders,Maharashtra,0,0,45
Criminal,Passing of Orders,Maharashtra,0,0,50
Criminal,Passing of Orders,Maharashtra,0,0,22
Criminal,Passing of Orders,Maharashtra,0,0,343
Criminal,Passing of Orders,Maharashtra,0,0,429
Criminal,Passing of Orders,Maharashtra,0,0,203
Criminal,Passing of Orders,Maharashtra,0,0,27
Criminal,Passing of Orders,Maharashtra,0,0,216
Criminal,Passing of Orders,Maharashtra,0,0,187
Criminal,Passing of Orders,Maharashtra,0,0,176
Criminal,Passing of Orders,Maharashtra,0,0,109
Criminal,Passing of Orders,Maharashtra,0,0,268
Criminal,Passing of Orders,Maharashtra,0,0,29
Criminal,Passing of Orders,Maharashtra,0,0,679
Criminal,Passing of Orders,Maharashtra,0,0,67
Criminal,Passing of Orders,Maharashtra,0,0,285
Criminal,Passing of Orders,Maharashtra,0,0,265
Criminal,Passing of Orders,Maharashtra,0,0,231
Criminal,Passing of Orders,Maharashtra,0,0,166
Criminal,Passing of Orders,Maharashtra,0,0,365
Criminal,Passing of Orders,Maharashtra,0,0,93
Criminal,Passing of Orders,Maharashtra,0,0,158
Criminal,Passing of Orders,Maharashtra,0,0,605
Criminal,Passing of Orders,Maharashtra,0,0,7
Criminal,Passing of Orders,Maharashtra,0,0,60
Criminal,Passing of Orders,Maharashtra,0,0,158
Criminal,Passing of Orders,Maharashtra,0,0,282
Criminal,Passing of Orders,Maharashtra,0,0,148
Criminal,Passing of Orders,Maharashtra,0,0,6
Criminal,Passing of Orders,Maharashtra,0,0,183
Criminal,Passing of Orders,Maharashtra,0,0,35
Criminal,Passing of Orders,Maharashtra,0,0,30
Criminal,Passing of Orders,Maharashtra,0,0,539
Criminal,Passing of Orders,Maharashtra,0,0,26
Criminal,Passing of Orders,Maharashtra,0,0,364
Criminal,Passing of Orders,Maharashtra,0,0,280
Criminal,Passing of Orders,Maharashtra,0,0,531
Criminal,Passing of Orders,Maharashtra,0,0,150
Criminal,Passing of Orders,Maharashtra,0,0,238
Criminal,Passing of Orders,Maharashtra,0,0,274
Criminal,Passing of Orders,Maharashtra,0,0,239
Criminal,Passing of Orders,Maharashtra,0,0,183
Criminal,Passing of Orders,Maharashtra,0,0,590
Criminal,Passing of Orders,Maharashtra,0,0,21
Criminal,Passing of Orders,Maharashtra,0,0,8
Criminal,Passing of Orders,Maharashtra,0,0,40
Criminal,Passing of Orders,Maharashtra,0,0,262
Criminal,Passing of Orders,Maharashtra,0,0,89
Criminal,Passing of Orders,Maharashtra,0,0,54
Criminal,Passing of Orders,Maharashtra,0,0,69
Criminal,Passing of Orders,Maharashtra,0,0,178
Criminal,Passing of Orders,Maharashtra,0,0,205
Criminal,Passing of Orders,Maharashtra,0,0,162
Criminal,Passing of Orders,Maharashtra,0,0,409
Criminal,Passing of Orders,Maharashtra,0,0,58
Criminal,Evidence,Delhi,0,0,18
Criminal,Evidence,Delhi,0,0,4
Criminal,Evidence,Delhi,0,0,10
Criminal,Evidence,Delhi,0,0,22
Criminal,Passing of Orders,Delhi,0,0,5
Criminal,Passing of Orders,Delhi,0,0,47
Criminal,Passing of Orders,Delhi,0,0,188
Criminal,Evidence,Delhi,0,0,3
Criminal,Evidence,Delhi,0,0,16
Criminal,Evidence,Delhi,0,0,10
Criminal,Evidence,Delhi,0,0,2
Criminal,Evidence,Delhi,0,0,6
Criminal,Evidence,Delhi,0,0,3
Criminal,Evidence,Delhi,0,0,12
Criminal,Evidence,Delhi,0,0,19
Criminal,Evidence,Delhi,0,0,7
Criminal,Evidence,Delhi,0,0,8
Criminal,Evidence,Delhi,0,0,3
Criminal,Evidence,Delhi,0,0,3
Criminal,Evidence,Delhi,0,0,13
Criminal,Evidence,Delhi,0,0,52
Criminal,Evidence,Delhi,0,0,2
Criminal,Evidence,Delhi,0,0,2
Criminal,Passing of Orders,Delhi,0,0,833
Criminal,Passing of Orders,Delhi,0,0,1
Criminal,Passing of Orders,Delhi,0,0,2
Criminal,Passing of Orders,Delhi,0,0,39
Criminal,Passing of Orders,Delhi,0,0,59
Criminal,Passing of Orders,Delhi,0,0,123
Criminal,Passing of Orders,Delhi,0,0,118
Criminal,Evidence,Delhi,0,0,1
Criminal,Evidence,Delhi,0,0,1
Criminal,Evidence,Delhi,0,0,1
Criminal,Evidence,Delhi,0,0,7
Criminal,Evidence,Delhi,0,0,1
Criminal,Evidence,Delhi,0,0,1
Criminal,Evidence,Delhi,0,0,1
Criminal,Evidence,Delhi,0,0,43
Criminal,Evidence,Delhi,0,0,26
Criminal,Evidence,Delhi,0,0,10
Criminal,Evidence,Delhi,0,0,10
Criminal,Evidence,Delhi,0,0,10
Criminal,Evidence,Delhi,0,0,1
Criminal,Evidence,Delhi,0,0,10
Criminal,Passing of Orders,Delhi,0,0,75
Criminal,Evidence,Delhi,0,0,1
Criminal,Evidence,Delhi,0,0,1
Criminal,Evidence,Delhi,0,0,1
Criminal,Evidence,Delhi,0,0,1
Criminal,Evidence,Delhi,0,0,1
Criminal,Evidence,Delhi,0,0,5
Criminal,Evidence,Delhi,0,0,4
Criminal,Evidence,Delhi,0,0,4
Criminal,Evidence,Delhi,0,0,14
Criminal,Evidence,Delhi,0,0,1
Criminal,Evidence,Delhi,0,0,1
Criminal,Evidence,Delhi,0,0,1
Criminal,Passing of Orders,Delhi,0,0,142
Criminal,Passing of Orders,Delhi,0,0,126
Criminal,Evidence,Delhi,0,0,1
Criminal,Evidence,Delhi,0,0,9
Criminal,Passing of Orders,Delhi,0,0,65
Criminal,Passing of Orders,Delhi,0,0,1
Criminal,Passing of Orders,Delhi,0,0,107
Criminal,Evidence,Delhi,0,0,1
Criminal,Evidence,Delhi,0,0,5
Criminal,Evidence,Delhi,0,0,3
Criminal,Evidence,Delhi,0,0,7
Criminal,Evidence,Delhi,0,0,11
Criminal,Evidence,Delhi,0,0,3
Criminal,Passing of Orders,Delhi,0,0,498
Criminal,Evidence,Delhi,0,0,1
Criminal,Evidence,Delhi,0,0,1
Criminal,Evidence,Delhi,0,0,5
Criminal,Evidence,Delhi,0,0,2
Criminal,Evidence,Delhi,0,0,1
Criminal,Evidence,Delhi,0,0,18
Criminal,Passing of Orders,Delhi,0,0,96
Criminal,Evidence,Delhi,0,0,10
Criminal,Evidence,Delhi,0,0,11
Criminal,Evidence,Delhi,0,0,8
Criminal,Passing of Orders,Delhi,0,0,98
Criminal,Passing of Orders,Delhi,0,0,2
Criminal,Passing of Orders,Delhi,0,0,59
Criminal,Passing of Orders,Delhi,0,0,78
Criminal,Evidence,Delhi,0,0,7
Criminal,Evidence,Delhi,0,0,2
Criminal,Evidence,Delhi,0,0,4
Criminal,Evidence,Delhi,0,0,16
Criminal,Passing of Orders,Delhi,0,0,234
Criminal,Passing of Orders,Delhi,0,0,10
Criminal,Passing of Orders,Delhi,0,0,93
Criminal,Passing of Orders,Delhi,0,0,69
Criminal,Evidence,Delhi,0,0,22
Criminal,Evidence,Delhi,0,0,22
Criminal,Evidence,Delhi,0,0,22
Criminal,Evidence,Delhi,0,0,6
Criminal,Evidence,Delhi,0,0,4
Criminal,Evidence,Delhi,0,0,4
Criminal,Evidence,Delhi,0,0,8
Criminal,Passing of Orders,Gujarat,0,0,10
Criminal,Evidence,Gujarat,0,0,582
Criminal,Passing of Orders,Gujarat,0,0,95
Criminal,Evidence,Gujarat,0,0,1254
Criminal,Passing of Orders,Gujarat,0,0,1479
Criminal,Passing of Orders,Gujarat,0,0,1666
Criminal,Passing of Orders,Gujarat,0,0,11
Criminal,Passing of Orders,Gujarat,0,0,14
Criminal,Passing of Orders,Gujarat,0,0,35
Criminal,Passing of Orders,Gujarat,0,0,48
Criminal,Evidence,Gujarat,0,0,11
Criminal,Evidence,Gujarat,0,0,20
Criminal,Evidence,Gujarat,0,0,543
Criminal,Evidence,Gujarat,0,0,752
Criminal,Evidence,Gujarat,0,0,752
Criminal,Evidence,Gujarat,0,0,846
Criminal,Evidence,Gujarat,0,0,1640
Criminal,Evidence,Gujarat,0,0,36
Criminal,Evidence,Gujarat,0,0,36
Criminal,Passing of Orders,Gujarat,0,0,76
Criminal,Passing of Orders,Gujarat,0,0,11
Criminal,Passing of Orders,Gujarat,0,0,4
Criminal,Passing of Orders,Gujarat,0,0,33
Criminal,Passing of Orders,Gujarat,0,0,36
Criminal,Passing of Orders,Gujarat,0,0,27
Criminal,Passing of Orders,Gujarat,0,0,8
Criminal,Passing of Orders,Gujarat,0,0,7
Criminal,Passing of Orders,Gujarat,0,0,11
Criminal,Passing of Orders,Gujarat,0,0,37
Criminal,Passing of Orders,Gujarat,0,0,43
Criminal,Evidence,Gujarat,0,0,551
Criminal,Passing of Orders,Gujarat,0,0,40
Criminal,Passing of Orders,Gujarat,0,0,30
Criminal,Passing of Orders,Gujarat,0,0,38
Criminal,Passing of Orders,Gujarat,0,0,25
Criminal,Passing of Orders,Gujarat,0,0,48
Criminal,Passing of Orders,Gujarat,0,0,739
Criminal,Evidence,Gujarat,0,0,954
Criminal,Evidence,Gujarat,0,0,965
Criminal,Evidence,Gujarat,0,0,893
Criminal,Evidence,Gujarat,0,0,7
Criminal,Evidence,Gujarat,0,0,320
Criminal,Passing of Orders,Gujarat,0,0,11
Criminal,Passing of Orders,Gujarat,0,0,27
Criminal,Passing of Orders,Gujarat,0,0,445
Criminal,Passing of Orders,Gujarat,0,0,11
Criminal,Passing of Orders,Gujarat,0,0,50
Criminal,Passing of Orders,Gujarat,0,0,10
Criminal,Evidence,Gujarat,0,0,1093
Criminal,Evidence,Gujarat,0,0,694
Criminal,Evidence,Gujarat,0,0,700
Criminal,Passing of Orders,Gujarat,0,0,353
Criminal,Passing of Orders,Gujarat,0,0,12
Criminal,Passing of Orders,Gujarat,0,0,39
Criminal,Passing of Orders,Gujarat,0,0,1754
Criminal,Evidence,Gujarat,0,0,804
Criminal,Evidence,Gujarat,0,0,804
Criminal,Evidence,Gujarat,0,0,804
Criminal,Evidence,Gujarat,0,0,25
Criminal,Passing of Orders,Gujarat,0,0,6
Criminal,Passing of Orders,Gujarat,0,0,47
Criminal,Passing of Orders,Gujarat,0,0,27
Criminal,Passing of Orders,Gujarat,0,0,27
Criminal,Passing of Orders,Gujarat,0,0,1398
Criminal,Passing of Orders,Gujarat,0,0,8
Criminal,Passing of Orders,Gujarat,0,0,1652
Criminal,Evidence,Gujarat,0,0,11
Criminal,Passing of Orders,Gujarat,0,0,15
Criminal,Evidence,Gujarat,0,0,673
Criminal,Passing of Orders,Gujarat,0,0,7
Criminal,Passing of Orders,Gujarat,0,0,20
Criminal,Passing of Orders,Gujarat,0,0,1276
Criminal,Passing of Orders,Gujarat,0,0,1586
Criminal,Evidence,Gujarat,0,0,725
Criminal,Evidence,Gujarat,0,0,1297
Criminal,Evidence,Gujarat,0,0,645
Criminal,Passing of Orders,Gujarat,0,0,94
Criminal,Evidence,Gujarat,0,0,94
Criminal,Evidence,Gujarat,0,0,318
Criminal,Evidence,Gujarat,0,0,548
Criminal,Evidence,Gujarat,0,0,1227
Criminal,Evidence,Gujarat,0,0,538
Criminal,Evidence,Gujarat,0,0,571
Criminal,Evidence,Gujarat,0,0,525
Criminal,Evidence,Gujarat,0,0,1242
Criminal,Passing of Orders,Gujarat,0,0,22
Criminal,Passing of Orders,Gujarat,0,0,5
Criminal,Passing of Orders,Gujarat,0,0,3
Criminal,Passing of Orders,Gujarat,0,0,2
Criminal,Passing of Orders,Gujarat,0,0,3
Criminal,Passing of Orders,Gujarat,0,0,39
Criminal,Passing of Orders,Gujarat,0,0,19
Criminal,Evidence,Gujarat,0,0,11
Criminal,Passing of Orders,Gujarat,0,0,1253
Criminal,Passing of Orders,Gujarat,0,0,22
Criminal,Passing of Orders,Gujarat,0,0,57
Criminal,Evidence,Gujarat,0,0,65
Criminal,Evidence,Gujarat,0,0,8
Criminal,Evidence,Gujarat,0,0,8
Criminal,Evidence,Gujarat,0,0,5
Civil,Passing of Orders,Meghalaya,0,0,1
Civil,Passing of Orders,Meghalaya,0,0,70
Civil,Passing of Orders,Meghalaya,0,0,532
Civil,Passing of Orders,Meghalaya,0,0,127
Civil,Passing of Orders,Meghalaya,0,0,490
Civil,Passing of Orders,Meghalaya,0,0,490
Civil,Passing of Orders,Meghalaya,0,0,177
Civil,Passing of Orders,Meghalaya,0,0,30
Civil,Passing of Orders,Meghalaya,0,0,112
Civil,Passing of Orders,Meghalaya,0,0,1255
Civil,Passing of Orders,Meghalaya,0,0,208
Civil,Passing of Orders,Meghalaya,0,0,655
Civil,Passing of Orders,Meghalaya,0,0,5
Civil,Passing of Orders,Meghalaya,0,0,5
Civil,Passing of Orders,Meghalaya,0,0,686
Civil,Passing of Orders,Meghalaya,0,0,23
Civil,Passing of Orders,Meghalaya,0,0,1255
Civil,Passing of Orders,Meghalaya,0,0,23
Civil,Passing of Orders,Meghalaya,0,0,686
Civil,Passing of Orders,Meghalaya,0,0,1219
Civil,Passing of Orders,Meghalaya,0,0,1219
Civil,Passing of Orders,Meghalaya,0,0,1219
Civil,Passing of Orders,Meghalaya,0,0,190
Civil,Passing of Orders,Meghalaya,0,0,70
Civil,Passing of Orders,Meghalaya,0,0,568
Civil,Passing of Orders,Meghalaya,0,0,7
Civil,Passing of Orders,Meghalaya,0,0,25
Civil,Passing of Orders,Meghalaya,0,0,1107
Civil,Passing of Orders,Meghalaya,0,0,975
Civil,Passing of Orders,Meghalaya,0,0,975
Civil,Passing of Orders,Meghalaya,0,0,645
Civil,Passing of Orders,Meghalaya,0,0,29
Civil,Passing of Orders,Meghalaya,0,0,26
Civil,Passing of Orders,Meghalaya,0,0,81
Civil,Passing of Orders,Meghalaya,0,0,29
Civil,Passing of Orders,Meghalaya,0,0,27
Civil,Passing of Orders,Meghalaya,0,0,854
Civil,Passing of Orders,Meghalaya,0,0,1669
Civil,Passing of Orders,Meghalaya,0,0,232
Civil,Passing of Orders,Meghalaya,0,0,72
Civil,Passing of Orders,Meghalaya,0,0,232
Civil,Passing of Orders,Meghalaya,0,0,232
Civil,Passing of Orders,Meghalaya,0,0,1255
Civil,Passing of Orders,Meghalaya,0,0,232
Civil,Passing of Orders,Meghalaya,0,0,112
Civil,Passing of Orders,Meghalaya,0,0,171
Civil,Passing of Orders,Meghalaya,0,0,421
Civil,Passing of Orders,Meghalaya,0,0,504
Civil,Passing of Orders,Meghalaya,0,0,50
Civil,Passing of Orders,Meghalaya,0,0,50
Civil,Passing of Orders,Meghalaya,0,0,693
Civil,Passing of Orders,Meghalaya,0,0,693
Civil,Passing of Orders,Meghalaya,0,0,693
Civil,Passing of Orders,Meghalaya,0,0,693
Civil,Passing of Orders,Meghalaya,0,0,57
Civil,Passing of Orders,Meghalaya,0,0,360
Civil,Passing of Orders,Meghalaya,0,0,371
Civil,Passing of Orders,Meghalaya,0,0,1255
Civil,Passing of Orders,Meghalaya,0,0,1255
Civil,Passing of Orders,Meghalaya,0,0,690
Civil,Passing of Orders,Meghalaya,0,0,1255
Civil,Passing of Orders,Meghalaya,0,0,15
Civil,Passing of Orders,Meghalaya,0,0,1072
Civil,Passing of Orders,Meghalaya,0,0,119
Civil,Passing of Orders,Meghalaya,0,0,70
Civil,Passing of Orders,Meghalaya,0,0,826
Civil,Passing of Orders,Meghalaya,0,0,223
Civil,Passing of Orders,Meghalaya,0,0,3
Civil,Passing of Orders,Meghalaya,0,0,1264
Civil,Passing of Orders,Meghalaya,0,0,1264
Civil,Passing of Orders,Meghalaya,0,0,693
Civil,Passing of Orders,Meghalaya,0,0,395
Civil,Passing of Orders,Meghalaya,0,0,112
Civil,Passing of Orders,Meghalaya,0,0,112
Civil,Passing of Orders,Meghalaya,0,0,112
Civil,Passing of Orders,Meghalaya,0,0,112
Civil,Passing of Orders,Meghalaya,0,0,115
Civil,Passing of Orders,Meghalaya,0,0,112
Civil,Passing of Orders,Meghalaya,0,0,112
Civil,Passing of Orders,Meghalaya,0,0,112
Civil,Passing of Orders,Meghalaya,0,0,827
Civil,Passing of Orders,Meghalaya,0,0,573
Civil,Passing of Orders,Meghalaya,0,0,2
Civil,Passing of Orders,Meghalaya,0,0,70
Civil,Passing of Orders,Meghalaya,0,0,1247
Civil,Passing of Orders,Meghalaya,0,0,518
Civil,Passing of Orders,Meghalaya,0,0,686
Civil,Passing of Orders,Meghalaya,0,0,690
Civil,Passing of Orders,Meghalaya,0,0,41
Civil,Passing of Orders,Meghalaya,0,0,661
Civil,Passing of Orders,Meghalaya,0,0,812
Civil,Passing of Orders,Meghalaya,0,0,1007
Civil,Passing of Orders,Meghalaya,0,0,141
Civil,Passing of Orders,Meghalaya,0,0,31
Civil,Passing of Orders,Meghalaya,0,0,31
Civil,Passing of Orders,Meghalaya,0,0,1
Civil,Passing of Orders,Meghalaya,0,0,1
Civil,Passing of Orders,Meghalaya,0,0,48
Civil,Passing of Orders,Meghalaya,0,0,6
Civil,Passing of Orders,Meghalaya,0,0,127
Criminal,Evidence,Bihar,0,0,7
Criminal,Evidence,Bihar,0,0,2
Criminal,Evidence,Bihar,0,0,31
Criminal,Evidence,Bihar,0,0,3
Criminal,Evidence,Bihar,0,0,18
Criminal,Evidence,Bihar,0,0,20
Criminal,Evidence,Bihar,0,0,28
Criminal,Evidence,Bihar,0,0,6
Criminal,Evidence,Bihar,0,0,8
Criminal,Evidence,Bihar,0,0,24
Criminal,Evidence,Bihar,0,0,1
Criminal,Evidence,Bihar,0,0,41
Criminal,Evidence,Bihar,0,0,1
Criminal,Evidence,Bihar,0,0,10
Criminal,Evidence,Bihar,0,0,53
Criminal,Evidence,Bihar,0,0,46
Criminal,Evidence,Bihar,0,0,20
Criminal,Evidence,Bihar,0,0,12
Criminal,Evidence,Bihar,0,0,20
Criminal,Evidence,Bihar,0,0,14
Criminal,Evidence,Bihar,0,0,2
Criminal,Evidence,Bihar,0,0,210
Criminal,Evidence,Bihar,0,0,14
Criminal,Evidence,Bihar,0,0,10
Criminal,Evidence,Bihar,0,0,133
Criminal,Evidence,Bihar,0,0,10
Criminal,Evidence,Bihar,0,0,78
Criminal,Evidence,Bihar,0,0,92
Criminal,Evidence,Bihar,0,0,85
Criminal,Evidence,Bihar,0,0,36
Criminal,Evidence,Bihar,0,0,28
Criminal,Evidence,Bihar,0,0,17
Criminal,Evidence,Bihar,0,0,19
Criminal,Evidence,Bihar,0,0,34
Criminal,Evidence,Bihar,0,0,119
Criminal,Evidence,Bihar,0,0,20
Criminal,Evidence,Bihar,0,0,119
Criminal,Evidence,Bihar,0,0,83
Criminal,Evidence,Bihar,0,0,92
Criminal,Evidence,Bihar,0,0,18
Criminal,Evidence,Bihar,0,0,16
Criminal,Evidence,Bihar,0,0,76
Criminal,Evidence,Bihar,0,0,78
Criminal,Evidence,Bihar,0,0,2
Criminal,Evidence,Bihar,0,0,22
Criminal,Evidence,Bihar,0,0,22
Criminal,Evidence,Bihar,0,0,8
Criminal,Evidence,Bihar,0,0,13
Criminal,Evidence,Bihar,0,0,2
Criminal,Evidence,Bihar,0,0,11
Criminal,Evidence,Bihar,0,0,34
Criminal,Evidence,Bihar,0,0,12
Criminal,Evidence,Bihar,0,0,18
Criminal,Evidence,Bihar,0,0,45
Criminal,Evidence,Bihar,0,0,24
Criminal,Evidence,Bihar,0,0,8
Criminal,Evidence,Bihar,0,0,21
Criminal,Evidence,Bihar,0,0,56
Criminal,Evidence,Bihar,0,0,3
Criminal,Evidence,Bihar,0,0,3
Criminal,Evidence,Bihar,0,0,7
Criminal,Evidence,Bihar,0,0,59
Criminal,Evidence,Bihar,0,0,31
Criminal,Evidence,Bihar,0,0,46
Criminal,Evidence,Bihar,0,0,271
Criminal,Evidence,Bihar,0,0,59
Criminal,Evidence,Bihar,0,0,47
Criminal,Evidence,Bihar,0,0,44
Criminal,Evidence,Bihar,0,0,23
Criminal,Evidence,Bihar,0,0,25
Criminal,Evidence,Bihar,0,0,122
Criminal,Evidence,Bihar,0,0,87
Criminal,Evidence,Bihar,0,0,16
Criminal,Evidence,Bihar,0,0,13
Criminal,Evidence,Bihar,0,0,57
Criminal,Evidence,Bihar,0,0,62
Criminal,Evidence,Bihar,0,0,8
Criminal,Evidence,Bihar,0,0,26
Criminal,Evidence,Bihar,0,0,6
Criminal,Evidence,Bihar,0,0,42
Criminal,Evidence,Bihar,0,0,3
Criminal,Evidence,Bihar,0,0,29
Criminal,Evidence,Bihar,0,0,55
Criminal,Evidence,Bihar,0,0,4
Criminal,Evidence,Bihar,0,0,48
Criminal,Evidence,Bihar,0,0,59
Criminal,Evidence,Bihar,0,0,55
Criminal,Evidence,Bihar,0,0,33
Criminal,Evidence,Bihar,0,0,41
Criminal,Evidence,Bihar,0,0,25
Criminal,Evidence,Bihar,0,0,42
Criminal,Evidence,Bihar,0,0,41
Criminal,Evidence,Bihar,0,0,29
Criminal,Evidence,Bihar,0,0,14
Criminal,Evidence,Bihar,0,0,39
Criminal,Evidence,Bihar,0,0,48
Criminal,Evidence,Bihar,0,0,25
Criminal,Evidence,Bihar,0,0,95
Criminal,Evidence,Bihar,0,0,52
Criminal,Evidence,Bihar,0,0,36
Civil,Passing of Orders,Karnataka,0,0,16
Civil,Passing of Orders,Karnataka,0,0,6
Civil,Passing of Orders,Karnataka,0,0,8
Civil,Passing of Orders,Karnataka,0,0,7
Civil,Passing of Orders,Maharashtra,0,0,2285
Civil,Passing of Orders,Karnataka,0,0,96
Civil,Passing of Orders,Karnataka,0,0,1449
Civil,Passing of Orders,Karnataka,0,0,1033
Civil,Passing of Orders,Karnataka,0,0,28
Civil,Passing of Orders,Karnataka,0,0,1172
Civil,Passing of Orders,Karnataka,0,0,8
Civil,Passing of Orders,Karnataka,0,0,11
Civil,Passing of Orders,Karnataka,0,0,19
Civil,Passing of Orders,Karnataka,0,0,771
Civil,Passing of Orders,Karnataka,0,0,360
Civil,Passing of Orders,Karnataka,0,0,1349
Civil,Passing of Orders,Karnataka,0,0,726
Civil,Passing of Orders,Maharashtra,0,0,410
Civil,Passing of Orders,Maharashtra,0,0,2264
Civil,Passing of Orders,Maharashtra,0,0,1125
Civil,Passing of Orders,Delhi,0,0,344
Civil,Passing of Orders,Maharashtra,0,0,6
Civil,Passing of Orders,Maharashtra,0,0,6155
Civil,Passing of Orders,Maharashtra,0,0,507
Civil,Passing of Orders,Maharashtra,0,0,7851
Civil,Passing of Orders,Maharashtra,0,0,462
